timestamp,src_ip,dst_ip,port,protocol,packet_size,connection_duration,login_attempts,request_rate,bytes_transferred,status_code,attack_type
2026-03-16T16:15:30.494330,172.16.223.241,92.71.45.235,53,HTTPS,855,21.969,1,32,159722,200,normal
2026-03-16T16:20:47.213688,172.16.191.152,112.1.228.144,8080,HTTP,109,99.76,1,15,175179,200,normal
2026-03-16T17:54:56.355626,172.16.94.207,28.78.141.77,22,HTTPS,692,72.521,0,48,54515,200,normal
2026-03-16T17:20:31.065721,10.0.133.33,205.125.172.170,8080,ICMP,1038,32.726,1,60,92394,1,normal
2026-03-16T16:30:27.838915,10.0.189.216,103.166.155.186,3389,TCP,603,77.872,14,130,167929,429,brute_force
2026-03-16T16:45:07.165628,172.16.204.252,155.89.72.186,22,HTTP,1256,31.949,2,11,128143,404,normal
2026-03-16T16:12:17.267234,10.0.88.134,64.184.237.120,22,HTTP,168,79.712,0,20,87812,200,normal
2026-03-16T15:45:24.440853,192.168.246.2,78.123.36.210,3306,HTTP,601,83.339,1,22,45849,200,normal
2026-03-16T16:49:07.669240,172.16.102.188,76.53.114.88,80,ICMP,1391,115.972,2,67,81519,0,normal
2026-03-16T17:11:53.572440,172.16.54.202,169.160.77.61,53,HTTP,1162,44.07,1,49,145395,200,normal
2026-03-16T16:15:34.966160,172.16.124.107,202.154.249.93,8080,ICMP,264,78.469,1,10,41244,0,normal
2026-03-16T17:46:21.461120,172.16.42.236,72.109.154.114,22,UDP,679,2.287,0,37,105486,1,normal
2026-03-16T17:49:52.532626,192.168.151.3,136.125.148.32,8080,HTTPS,779,85.666,2,48,11453,200,normal
2026-03-16T17:19:19.996360,10.0.31.104,129.13.97.156,443,HTTPS,270,2.413,1,49,161933,200,normal
2026-03-16T17:59:07.711822,172.16.191.238,20.196.235.147,3306,TCP,616,68.997,1,74,113883,0,normal
2026-03-16T17:14:35.536052,172.16.231.101,191.79.56.192,80,TCP,1248,97.27,0,75,153965,1,normal
2026-03-16T16:15:14.573130,192.168.28.130,120.249.122.95,36,HTTP,173,0.208,2,257,2276,404,port_scan
2026-03-16T15:58:36.100099,10.0.205.6,99.54.99.157,22,UDP,216,32.725,0,64,81747,0,normal
2026-03-16T17:15:05.072654,10.0.189.216,114.115.160.123,443,ICMP,1226,49.744,6,155,136868,401,brute_force
2026-03-16T15:36:38.072824,172.16.198.50,171.223.186.144,53,UDP,862,98.941,2,27,90350,0,normal
2026-03-16T16:16:31.600055,192.168.120.141,218.135.34.37,8080,UDP,1135,46.902,2,18,23701,0,normal
2026-03-16T15:29:43.018022,10.0.67.141,171.85.165.222,53,UDP,837,10.005,0,79,128761,0,normal
2026-03-16T15:53:39.658559,10.0.189.216,205.163.231.247,443,HTTP,1352,75.531,19,110,184030,403,brute_force
2026-03-16T17:18:56.000966,10.0.189.216,35.175.43.55,443,TCP,985,22.591,16,139,38361,401,brute_force
2026-03-16T16:13:14.116131,172.16.62.179,195.219.154.200,22,UDP,669,0.093,1,437,774958,503,traffic_spike
2026-03-16T16:17:49.990505,192.168.28.130,93.136.30.231,20,UDP,213,0.767,0,221,3903,1,port_scan
2026-03-16T15:37:48.043699,192.168.28.130,13.215.247.112,73,TCP,97,0.985,1,296,3472,0,port_scan
2026-03-16T17:35:23.095394,192.168.28.130,21.144.202.144,133,TCP,262,1.242,2,161,2500,0,port_scan
2026-03-16T16:19:06.534286,172.16.157.98,120.239.152.28,8080,HTTPS,1319,10.089,0,46,188711,200,normal
2026-03-16T18:02:15.731023,192.168.8.129,155.249.7.59,80,HTTP,331,40.422,2,19,185367,404,normal
2026-03-16T17:45:31.084450,10.0.189.216,106.51.96.102,3389,TCP,355,69.591,20,101,121719,401,brute_force
2026-03-16T16:28:15.834407,192.168.35.121,210.174.87.103,22,HTTPS,351,20.99,1,78,193180,200,normal
2026-03-16T16:42:38.585541,192.168.28.130,13.72.118.51,66,HTTP,107,0.678,2,203,3996,200,port_scan
2026-03-16T17:14:56.647361,10.0.189.216,66.176.62.7,443,HTTP,230,36.581,11,117,142877,429,brute_force
2026-03-16T15:30:53.243897,10.0.189.216,155.6.112.87,3389,ICMP,993,12.086,12,134,127896,403,brute_force
2026-03-16T15:38:03.385153,10.0.189.216,44.129.195.2,3389,ICMP,254,115.585,12,141,61292,403,brute_force
2026-03-16T17:46:51.977138,172.16.62.179,114.234.237.222,3306,ICMP,1363,2.146,0,971,3967206,429,traffic_spike
2026-03-16T15:48:37.881108,10.0.11.109,69.115.90.68,8080,HTTPS,924,89.835,2,62,87892,404,normal
2026-03-16T17:22:42.417352,10.0.199.142,11.154.143.230,8080,HTTP,152,70.439,2,61,190661,200,normal
2026-03-16T16:37:38.536885,172.16.5.2,98.148.83.124,22,HTTP,995,71.363,2,51,152482,200,normal
2026-03-16T16:58:25.719420,10.0.27.135,24.247.242.101,80,TCP,984,43.511,2,49,110174,0,normal
2026-03-16T16:42:29.401026,10.0.42.156,110.107.151.130,80,HTTPS,613,113.198,2,8,199272,200,normal
2026-03-16T16:26:43.654458,192.168.28.130,146.178.213.3,86,HTTP,344,0.207,2,224,3966,404,port_scan
2026-03-16T18:00:08.903990,10.0.189.216,127.224.191.120,3389,HTTPS,1403,24.694,15,93,38343,429,brute_force
2026-03-16T15:54:26.050300,10.0.189.216,212.43.28.243,443,HTTPS,552,118.604,18,74,145713,403,brute_force
2026-03-16T16:38:00.802767,172.16.62.179,52.118.98.176,53,UDP,1306,1.209,0,323,380937,503,traffic_spike
2026-03-16T16:33:44.865771,172.16.62.179,185.1.204.157,80,HTTP,1113,0.924,1,443,1295381,503,traffic_spike
2026-03-16T17:26:17.335980,192.168.28.130,108.135.129.136,94,TCP,69,0.951,1,253,2160,0,port_scan
2026-03-16T17:38:35.293844,172.16.231.144,47.3.165.64,443,HTTP,904,91.24,1,21,96237,200,normal
2026-03-16T16:47:48.160672,192.168.28.130,174.228.203.8,133,HTTPS,81,0.122,2,243,826,200,port_scan
2026-03-16T16:24:48.639508,10.0.189.216,117.106.67.139,443,HTTP,1222,62.986,7,102,136668,401,brute_force
2026-03-16T15:54:56.933432,10.0.189.216,115.88.57.122,22,ICMP,1246,47.137,14,141,112476,429,brute_force
2026-03-16T18:04:35.267867,10.0.82.255,31.21.91.135,443,TCP,703,40.683,0,24,6070,0,normal
2026-03-16T16:07:08.704349,10.0.185.34,136.184.152.94,80,TCP,200,47.862,2,68,162913,0,normal
2026-03-16T16:12:45.014047,10.0.189.216,117.67.238.82,22,TCP,100,93.612,19,76,106877,401,brute_force
2026-03-16T15:44:56.778466,10.0.189.216,147.174.149.189,22,HTTPS,450,24.279,17,141,133599,401,brute_force
2026-03-16T17:01:09.226378,10.0.189.216,214.45.132.86,443,TCP,1281,18.508,14,113,127763,429,brute_force
2026-03-16T16:11:34.974910,192.168.28.130,12.48.186.12,36,ICMP,130,0.532,1,266,442,0,port_scan
2026-03-16T17:46:21.925200,10.0.140.187,196.180.64.61,53,ICMP,1507,18.012,2,62,1495,0,normal
2026-03-16T15:47:44.406169,192.168.87.42,140.82.52.88,8080,HTTPS,1357,109.036,1,20,20782,404,normal
2026-03-16T15:55:41.406992,10.0.72.78,164.84.9.232,443,HTTPS,748,99.676,1,43,182961,200,normal
2026-03-16T15:29:36.098263,172.16.143.178,218.239.121.150,443,UDP,388,46.319,1,15,136074,0,normal
2026-03-16T17:36:52.989249,10.0.189.216,126.120.222.182,3389,ICMP,1047,20.705,19,108,50652,429,brute_force
2026-03-16T15:40:24.652146,172.16.42.49,165.192.185.122,22,ICMP,755,108.49,2,44,58917,0,normal
2026-03-16T16:26:20.113498,10.0.195.79,217.115.138.238,8080,ICMP,1389,2.35,1,21,77323,1,normal
2026-03-16T16:57:52.538542,192.168.7.213,195.25.146.3,8080,TCP,198,50.332,1,66,60295,1,normal
2026-03-16T17:19:04.087470,192.168.28.130,188.70.64.94,117,UDP,94,0.136,0,188,885,0,port_scan
2026-03-16T16:15:47.599570,172.16.61.227,38.58.235.48,53,UDP,875,37.358,0,38,129314,0,normal
2026-03-16T15:28:42.574074,10.0.162.88,27.136.64.236,8080,TCP,520,26.17,1,72,193702,0,normal
2026-03-16T17:16:09.017229,192.168.137.234,174.124.165.158,443,UDP,1465,49.911,2,66,125467,0,normal
2026-03-16T17:25:23.005594,192.168.28.130,54.85.220.197,45,ICMP,72,0.223,0,264,4771,0,port_scan
2026-03-16T17:59:35.184260,172.16.76.247,127.208.34.222,3306,TCP,702,36.203,1,69,128671,0,normal
2026-03-16T16:11:31.511111,172.16.168.159,24.145.90.165,53,HTTP,319,48.126,1,23,190335,200,normal
2026-03-16T16:54:04.041155,172.16.242.52,157.115.100.79,53,HTTP,1464,68.991,2,7,73172,200,normal
2026-03-16T16:06:06.670053,10.0.202.141,187.177.89.132,443,ICMP,1206,83.3,1,63,52450,0,normal
2026-03-16T15:52:06.627273,10.0.63.13,16.246.119.71,80,TCP,573,75.526,2,31,13743,0,normal
2026-03-16T16:57:18.154420,10.0.189.216,86.243.129.6,3389,TCP,1231,64.694,6,111,41742,401,brute_force
2026-03-16T17:01:05.357667,192.168.28.130,44.167.49.210,95,UDP,90,1.434,1,188,2303,1,port_scan
2026-03-16T17:41:11.224483,10.0.189.216,89.36.40.152,22,HTTP,384,44.623,13,168,35009,429,brute_force
2026-03-16T17:53:33.981957,192.168.28.130,198.176.10.90,108,TCP,247,0.751,1,200,4128,1,port_scan
2026-03-16T15:32:15.519633,192.168.28.130,70.88.67.252,129,HTTPS,338,0.121,1,291,3051,404,port_scan
2026-03-16T15:41:35.716375,10.0.80.227,44.4.0.118,443,HTTPS,213,37.588,1,24,14860,200,normal
2026-03-16T16:19:09.409287,172.16.170.236,177.215.228.118,22,ICMP,690,22.863,0,59,6797,0,normal
2026-03-16T16:29:56.911055,10.0.20.36,83.213.49.218,22,TCP,507,72.027,1,70,137992,0,normal
2026-03-16T17:32:17.924846,192.168.28.130,40.197.124.143,124,HTTP,87,1.031,2,227,2935,200,port_scan
2026-03-16T16:24:20.871717,10.0.189.216,113.82.194.123,22,ICMP,1137,4.21,17,151,187823,429,brute_force
2026-03-16T17:47:38.397479,172.16.39.132,172.98.234.54,80,HTTP,924,33.998,1,71,59042,200,normal
2026-03-16T17:29:55.618777,192.168.113.135,144.190.52.165,80,HTTPS,773,117.235,2,75,54099,404,normal
2026-03-16T17:52:57.219857,172.16.67.114,155.18.222.98,8080,HTTPS,1118,86.814,1,52,18436,200,normal
2026-03-16T15:41:31.942057,172.16.77.234,101.220.23.90,3306,TCP,1308,95.493,1,31,80117,0,normal
2026-03-16T17:51:21.174066,192.168.167.229,123.107.75.5,3306,TCP,130,16.251,2,49,112846,0,normal
2026-03-16T17:31:15.149912,192.168.122.18,134.123.9.174,53,HTTPS,267,45.486,2,76,126611,200,normal
2026-03-16T17:39:49.371341,172.16.62.179,83.246.78.4,22,HTTPS,1173,0.183,0,324,3019755,503,traffic_spike
2026-03-16T16:30:35.145701,192.168.28.130,201.18.106.146,68,TCP,70,0.155,0,174,1720,1,port_scan
2026-03-16T15:56:57.133143,10.0.134.179,67.30.14.8,8080,HTTP,226,34.997,1,25,161753,200,normal
2026-03-16T17:29:19.840697,172.16.177.17,193.142.54.113,8080,TCP,1223,115.417,1,45,71676,1,normal
2026-03-16T17:41:11.149418,172.16.177.118,60.183.51.134,8080,ICMP,837,18.896,1,24,119090,0,normal
2026-03-16T17:56:49.729093,10.0.189.216,20.66.114.230,22,UDP,143,44.736,16,117,118898,429,brute_force
2026-03-16T16:34:51.266308,10.0.189.216,143.84.6.87,22,TCP,909,48.365,13,137,30595,429,brute_force
2026-03-16T17:18:24.710627,172.16.162.137,168.17.195.205,53,HTTP,916,10.039,0,65,102986,200,normal
2026-03-16T15:55:08.157075,10.0.189.216,50.7.74.41,22,HTTP,1485,66.683,9,129,143175,401,brute_force
2026-03-16T16:51:19.243977,172.16.10.165,68.37.56.234,8080,HTTP,128,83.484,1,53,166003,200,normal
2026-03-16T15:58:46.505146,10.0.171.104,157.209.3.99,22,ICMP,114,31.717,0,69,149373,0,normal
2026-03-16T15:54:30.378067,10.0.187.209,91.193.73.228,80,ICMP,1059,49.164,2,32,76393,0,normal
2026-03-16T17:30:18.060813,10.0.189.216,61.35.53.29,443,TCP,1361,12.518,7,126,23036,429,brute_force
2026-03-16T16:18:05.310511,172.16.115.81,20.184.212.1,8080,HTTP,626,95.107,1,63,26749,200,normal
2026-03-16T16:44:43.613642,172.16.62.179,16.101.53.68,80,ICMP,1114,0.814,1,783,608459,503,traffic_spike
2026-03-16T16:08:54.984005,10.0.189.216,126.135.132.159,22,TCP,1253,73.651,17,99,1484,403,brute_force
2026-03-16T16:05:21.925719,172.16.62.179,58.207.153.19,22,ICMP,1219,1.941,0,366,531457,503,traffic_spike
2026-03-16T16:47:05.391261,10.0.189.216,186.18.41.7,22,HTTPS,1298,48.785,12,74,107205,403,brute_force
2026-03-16T15:35:53.268139,10.0.71.234,123.148.204.119,8080,TCP,679,105.23,1,79,136518,0,normal
2026-03-16T16:42:37.794188,10.0.229.241,177.126.207.207,22,HTTPS,115,118.589,1,64,1541,200,normal
2026-03-16T15:32:55.571115,192.168.28.130,91.158.101.208,110,UDP,82,1.141,0,133,2341,1,port_scan
2026-03-16T16:26:39.855951,10.0.189.216,84.150.44.242,443,UDP,748,101.92,16,136,73733,403,brute_force
2026-03-16T16:19:01.901751,172.16.62.179,98.191.82.59,8080,HTTPS,1397,2.811,2,301,614739,503,traffic_spike
2026-03-16T16:26:31.096267,10.0.189.216,109.206.178.55,3389,ICMP,854,86.144,9,142,170275,403,brute_force
2026-03-16T16:03:00.482466,172.16.129.176,137.77.100.203,3306,UDP,1211,98.74,2,53,86906,0,normal
2026-03-16T17:41:11.180970,192.168.207.229,110.232.47.67,3306,HTTPS,224,118.925,0,40,151639,200,normal
2026-03-16T15:41:55.976691,192.168.99.250,123.17.220.2,80,HTTPS,809,67.15,0,66,60541,200,normal
2026-03-16T17:45:43.597802,172.16.34.227,97.12.201.179,8080,TCP,1205,73.521,1,38,103572,0,normal
2026-03-16T15:54:01.865356,192.168.28.130,125.7.52.241,131,ICMP,192,0.354,2,180,1147,1,port_scan
2026-03-16T16:49:24.880506,192.168.138.129,112.203.77.93,80,TCP,322,72.56,2,12,86827,0,normal
2026-03-16T17:37:58.156417,192.168.28.130,181.41.56.171,94,TCP,196,0.695,1,263,2131,1,port_scan
2026-03-16T15:30:14.125272,192.168.131.169,31.71.44.219,53,ICMP,66,5.721,2,76,134728,0,normal
2026-03-16T17:34:50.038917,192.168.248.183,107.26.207.123,53,HTTP,466,80.895,0,14,16597,200,normal
2026-03-16T16:40:49.068857,192.168.227.149,130.125.211.220,80,HTTPS,713,86.984,0,22,33658,200,normal
2026-03-16T16:40:39.477174,10.0.5.97,116.109.41.135,3306,UDP,878,98.651,0,66,101281,0,normal
2026-03-16T16:25:04.110682,172.16.62.179,59.211.134.196,22,UDP,1124,1.777,2,940,3621433,503,traffic_spike
2026-03-16T16:56:04.591193,10.0.37.186,68.34.116.169,53,TCP,767,16.875,2,24,166990,1,normal
2026-03-16T15:39:26.426664,172.16.62.179,165.123.236.150,80,UDP,924,2.287,2,929,2315420,503,traffic_spike
2026-03-16T16:16:03.077018,10.0.189.216,202.219.222.130,443,HTTP,301,9.019,17,136,12657,401,brute_force
2026-03-16T17:14:26.352879,172.16.21.207,96.162.178.153,3306,HTTPS,1415,93.83,0,54,183645,200,normal
2026-03-16T16:40:41.214883,10.0.43.248,102.50.77.5,3306,ICMP,609,114.548,0,64,44630,0,normal
2026-03-16T15:43:34.313347,172.16.62.179,16.110.74.49,80,HTTPS,1103,1.708,2,934,4257950,503,traffic_spike
2026-03-16T16:02:20.701250,10.0.189.216,165.183.250.219,3389,HTTPS,710,91.661,10,157,169201,401,brute_force
2026-03-16T17:54:08.333760,192.168.55.115,111.233.6.56,3306,HTTPS,1144,51.141,1,55,171675,404,normal
2026-03-16T17:49:14.002350,172.16.242.183,153.149.82.53,53,UDP,126,95.598,2,10,95275,1,normal
2026-03-16T18:00:47.855943,192.168.37.108,158.85.129.164,8080,ICMP,349,61.402,0,26,29513,0,normal
2026-03-16T16:16:19.353099,10.0.189.216,32.87.225.59,3389,ICMP,938,117.793,8,70,91983,401,brute_force
2026-03-16T16:26:53.729870,192.168.75.130,46.240.129.213,3306,TCP,206,52.479,2,25,128977,1,normal
2026-03-16T17:32:21.700629,172.16.16.245,51.167.180.85,22,HTTPS,1465,85.154,0,51,21683,200,normal
2026-03-16T16:26:43.473553,172.16.181.196,43.65.219.225,53,ICMP,489,82.841,0,31,110177,0,normal
2026-03-16T17:44:21.697437,172.16.62.179,50.118.1.181,53,UDP,1088,0.353,0,509,3796855,429,traffic_spike
2026-03-16T15:49:42.155523,10.0.221.79,166.57.212.182,443,ICMP,516,14.964,1,54,146828,1,normal
2026-03-16T17:16:57.598438,10.0.189.216,11.130.191.72,3389,UDP,195,113.15,6,73,114779,429,brute_force
2026-03-16T16:38:18.620205,192.168.84.209,152.14.51.85,3306,HTTP,1407,11.489,1,43,37920,404,normal
2026-03-16T17:38:43.347063,192.168.28.130,86.49.60.92,112,TCP,232,1.162,2,151,1394,1,port_scan
2026-03-16T16:12:24.205703,10.0.178.186,73.83.68.170,8080,HTTP,162,38.993,2,29,120057,404,normal
2026-03-16T17:28:18.375499,192.168.28.130,190.156.254.104,33,HTTP,145,0.14,2,204,2723,200,port_scan
2026-03-16T17:14:47.774930,10.0.118.137,125.90.205.11,53,HTTPS,232,117.983,1,73,154537,200,normal
2026-03-16T18:02:48.294016,172.16.62.179,215.3.241.31,8080,HTTP,836,2.879,1,1019,2624778,503,traffic_spike
2026-03-16T16:30:26.228145,10.0.83.117,199.180.208.114,80,UDP,975,59.561,2,16,28554,0,normal
2026-03-16T15:27:26.937141,192.168.28.130,192.156.169.120,69,ICMP,246,0.011,1,265,4410,0,port_scan
2026-03-16T16:34:36.244388,10.0.224.211,100.85.92.30,53,TCP,476,45.532,2,53,16447,0,normal
2026-03-16T17:34:38.578132,192.168.28.130,202.36.66.172,137,HTTPS,118,0.749,2,219,1021,200,port_scan
2026-03-16T16:06:14.393992,10.0.189.216,174.245.64.120,443,ICMP,1361,108.773,13,165,13262,429,brute_force
2026-03-16T15:44:45.622573,192.168.28.130,104.203.53.140,136,HTTP,66,1.346,1,122,3916,200,port_scan
2026-03-16T17:28:01.572485,192.168.28.130,160.152.141.81,25,ICMP,151,0.683,2,268,3554,0,port_scan
2026-03-16T17:44:19.822249,10.0.189.216,70.152.231.213,443,HTTP,1227,13.184,16,135,192827,401,brute_force
2026-03-16T15:38:35.018971,172.16.244.112,171.27.236.208,8080,ICMP,1505,93.96,1,51,133230,0,normal
2026-03-16T16:04:57.021404,172.16.106.170,181.36.193.123,8080,HTTPS,697,119.52,0,44,178033,200,normal
2026-03-16T15:33:07.807430,10.0.255.1,124.50.238.120,443,UDP,256,105.631,2,29,83428,0,normal
2026-03-16T18:05:36.698408,192.168.55.203,110.80.76.49,53,ICMP,1090,38.653,0,35,50080,1,normal
2026-03-16T16:29:22.732910,10.0.189.216,185.22.95.58,22,UDP,347,111.571,11,158,83103,429,brute_force
2026-03-16T16:12:17.221614,172.16.159.131,126.79.134.153,3306,TCP,173,22.686,0,36,70724,1,normal
2026-03-16T17:19:19.365720,172.16.226.225,19.124.182.81,80,ICMP,769,83.414,0,24,10145,0,normal
2026-03-16T16:50:49.198517,10.0.107.10,90.135.184.145,80,TCP,1026,95.924,0,25,28764,0,normal
2026-03-16T16:30:33.120728,172.16.173.81,198.7.214.84,22,UDP,960,88.22,0,24,44777,0,normal
2026-03-16T16:39:31.800754,192.168.181.202,172.13.186.99,80,UDP,644,50.368,2,50,65610,0,normal
2026-03-16T17:06:44.032953,172.16.148.166,96.26.64.249,443,HTTP,498,84.713,1,5,131511,404,normal
2026-03-16T16:39:53.517564,192.168.28.130,176.70.249.105,86,HTTP,268,0.275,0,182,4697,404,port_scan
2026-03-16T17:05:47.281823,172.16.227.203,155.8.94.243,3306,UDP,440,18.045,2,61,98691,0,normal
2026-03-16T17:02:03.697209,192.168.28.130,121.236.12.235,94,HTTPS,222,1.274,2,184,335,200,port_scan
2026-03-16T16:53:00.816442,172.16.228.226,52.58.195.47,3306,ICMP,215,66.193,0,35,198406,0,normal
2026-03-16T16:24:33.968084,192.168.152.167,51.193.75.29,22,TCP,754,26.997,1,15,42354,0,normal
2026-03-16T17:59:20.567795,192.168.32.62,48.119.237.114,3306,TCP,636,21.902,0,45,75504,0,normal
2026-03-16T16:39:34.249112,10.0.228.4,151.74.31.103,53,HTTPS,372,19.138,2,71,182361,200,normal
2026-03-16T15:29:23.933763,172.16.249.223,158.27.149.67,443,UDP,1505,50.348,2,79,85458,0,normal
2026-03-16T17:22:50.331526,172.16.62.179,156.213.9.166,443,HTTPS,963,1.655,2,522,2252255,503,traffic_spike
2026-03-16T16:47:03.853045,172.16.3.157,124.1.139.107,80,ICMP,1044,56.226,0,60,23164,0,normal
2026-03-16T16:44:01.355999,172.16.244.26,50.156.79.103,8080,ICMP,189,95.488,0,70,38949,1,normal
2026-03-16T17:54:43.524202,172.16.62.179,123.13.0.88,53,HTTPS,907,1.633,2,1034,238705,429,traffic_spike
2026-03-16T17:54:14.404915,192.168.28.130,131.188.32.37,107,HTTPS,202,0.548,0,215,745,200,port_scan
2026-03-16T15:52:15.949147,10.0.147.171,165.43.133.143,22,TCP,1133,52.855,2,20,124055,0,normal
2026-03-16T16:01:42.239301,192.168.28.130,37.187.87.11,48,HTTPS,254,0.345,2,260,3690,200,port_scan
2026-03-16T16:30:49.261631,192.168.28.130,176.150.211.22,80,HTTPS,318,0.086,0,147,4612,200,port_scan
2026-03-16T16:08:31.725277,192.168.45.56,14.190.24.39,80,TCP,1426,34.758,1,25,180363,0,normal
2026-03-16T16:27:33.223373,10.0.3.17,183.88.240.94,8080,TCP,1299,56.857,2,63,177312,0,normal
2026-03-16T15:47:37.703707,192.168.28.130,202.231.158.66,30,HTTPS,242,0.613,2,148,1794,200,port_scan
2026-03-16T16:55:48.662552,192.168.217.207,104.47.96.62,443,TCP,1318,92.105,1,59,197537,1,normal
2026-03-16T16:03:05.583388,172.16.97.29,147.58.192.197,22,ICMP,1149,38.496,1,16,120522,0,normal
2026-03-16T17:58:43.409608,192.168.76.93,168.200.40.71,80,HTTP,1268,73.512,2,12,55939,200,normal
2026-03-16T17:38:52.754125,10.0.189.216,124.130.135.85,22,TCP,1220,74.103,11,88,55326,403,brute_force
2026-03-16T16:08:41.914522,10.0.230.193,40.46.29.234,3306,TCP,1125,44.696,2,14,140557,0,normal
2026-03-16T16:58:30.281490,192.168.28.130,182.164.113.210,104,ICMP,165,0.686,2,297,2316,0,port_scan
2026-03-16T16:15:39.658100,192.168.28.130,205.20.79.38,128,ICMP,147,0.505,1,259,4769,0,port_scan
2026-03-16T16:43:44.854072,172.16.62.179,37.72.32.219,80,HTTPS,801,0.532,1,305,2229591,503,traffic_spike
2026-03-16T15:33:26.009705,192.168.140.52,75.242.92.21,80,HTTPS,944,9.515,0,68,88579,200,normal
2026-03-16T17:11:19.324090,192.168.213.11,57.216.228.222,443,UDP,1333,110.346,2,63,155093,1,normal
2026-03-16T17:13:28.914878,172.16.131.67,77.231.150.248,22,HTTP,546,33.388,0,22,189791,200,normal
2026-03-16T15:44:18.867478,172.16.62.179,165.222.93.179,443,TCP,1028,1.812,0,555,1080128,429,traffic_spike
2026-03-16T15:52:20.064920,172.16.201.163,86.245.124.109,3306,ICMP,1434,42.002,0,13,94920,1,normal
2026-03-16T17:02:08.329822,192.168.235.239,72.31.238.8,3306,UDP,921,40.301,1,71,8443,0,normal
2026-03-16T17:49:54.253792,192.168.28.130,44.230.153.62,72,TCP,209,0.957,1,161,2507,1,port_scan
2026-03-16T16:53:29.059492,172.16.48.38,27.53.66.161,22,HTTP,493,65.278,0,67,143257,200,normal
2026-03-16T16:48:27.030101,172.16.106.141,30.163.152.89,8080,TCP,1109,39.826,1,53,61236,0,normal
2026-03-16T16:13:23.267180,10.0.133.221,18.84.90.87,53,HTTP,219,112.583,2,71,185295,404,normal
2026-03-16T17:59:34.506347,172.16.62.179,110.158.89.138,8080,HTTP,748,0.247,2,345,1997333,429,traffic_spike
2026-03-16T15:56:34.888278,192.168.221.248,128.46.85.54,3306,ICMP,390,110.164,0,60,100555,1,normal
2026-03-16T17:46:00.995690,192.168.123.6,150.199.69.110,8080,HTTPS,1502,79.642,1,28,124033,200,normal
2026-03-16T16:08:39.882642,192.168.62.68,49.3.247.115,8080,TCP,527,99.756,1,15,195384,0,normal
2026-03-16T16:20:17.107220,10.0.68.23,174.177.188.123,53,UDP,764,106.896,0,29,171003,0,normal
2026-03-16T15:50:47.691513,192.168.28.130,193.18.28.66,36,HTTPS,128,1.166,1,176,1458,200,port_scan
2026-03-16T16:38:37.175486,10.0.79.236,192.83.130.11,3306,HTTPS,376,39.795,1,42,108133,200,normal
2026-03-16T15:59:40.612942,192.168.9.232,86.53.53.107,443,HTTPS,1206,64.539,0,51,153546,404,normal
2026-03-16T15:48:48.712104,192.168.117.211,70.200.175.98,8080,HTTPS,84,35.713,1,70,176463,200,normal
2026-03-16T16:57:39.659097,10.0.47.252,193.91.36.247,3306,UDP,397,34.082,2,47,92852,1,normal
2026-03-16T16:56:38.686030,192.168.217.91,119.82.122.174,8080,TCP,600,112.808,2,80,178111,0,normal
2026-03-16T16:59:11.568898,172.16.105.160,17.165.105.16,22,TCP,327,113.292,0,33,64721,0,normal
2026-03-16T17:27:52.417676,192.168.28.130,205.192.73.140,106,ICMP,251,0.035,2,149,1853,0,port_scan
2026-03-16T17:33:22.912098,10.0.83.123,114.234.10.34,3306,HTTP,1407,54.037,0,70,121309,200,normal
2026-03-16T15:39:07.317323,192.168.110.120,179.188.236.179,8080,HTTP,1431,107.767,1,68,89805,200,normal
2026-03-16T17:07:19.416787,172.16.62.179,98.165.122.177,3306,HTTP,1396,2.671,2,673,2551029,429,traffic_spike
2026-03-16T16:37:25.740000,172.16.241.44,52.160.67.190,3306,ICMP,815,17.295,0,63,175816,0,normal
2026-03-16T17:54:26.212827,10.0.223.170,28.94.47.77,80,HTTP,1070,35.518,1,45,39555,200,normal
2026-03-16T17:59:49.896093,10.0.189.216,109.134.237.52,443,UDP,1114,87.705,11,157,79203,401,brute_force
2026-03-16T17:38:53.311319,10.0.188.228,83.146.4.189,3306,TCP,418,69.972,1,34,76418,0,normal
2026-03-16T17:51:55.182610,172.16.62.179,20.185.84.91,443,TCP,989,1.827,2,1136,2271316,429,traffic_spike
2026-03-16T17:44:37.030482,10.0.189.216,88.208.4.23,443,UDP,1281,10.527,17,116,79837,403,brute_force
2026-03-16T17:55:21.444201,172.16.62.179,186.221.90.229,443,UDP,618,2.306,0,431,1414476,429,traffic_spike
2026-03-16T16:03:33.230542,10.0.226.4,189.104.42.58,22,ICMP,252,34.871,1,76,9521,0,normal
2026-03-16T15:35:24.478273,192.168.139.137,176.35.194.174,443,TCP,682,97.167,0,29,31187,0,normal
2026-03-16T15:48:25.646098,192.168.39.115,28.111.98.83,443,TCP,1214,87.275,2,31,25179,1,normal
2026-03-16T17:29:13.689779,192.168.102.18,136.27.153.250,3306,HTTPS,1488,118.862,1,15,3486,200,normal
2026-03-16T15:43:13.595013,192.168.29.124,140.245.148.10,80,TCP,125,13.531,2,31,42163,0,normal
2026-03-16T15:29:53.828979,192.168.28.130,105.220.14.246,111,HTTP,142,0.749,2,208,2997,200,port_scan
2026-03-16T16:14:05.858504,192.168.28.130,30.193.106.31,129,HTTPS,225,1.011,2,134,3664,200,port_scan
2026-03-16T15:31:27.429698,10.0.194.125,157.194.105.16,443,TCP,881,104.371,0,6,91048,0,normal
